id,course_title,course_organization,course_certificate_type,course_rating,course_difficulty,course_students_enrolled,course_tag
882,University Teaching,The University of Hong Kong,COURSE,4.8,Beginner,9.5k,Academic
638,Unraveling the Cycling City,University of Amsterdam,COURSE,4.9,Intermediate,3.9k,Academic
117,User Experience Research and Design,University of Michigan,SPECIALIZATION,4.8,Beginner,23k,Academic;Design
614,User Interface Design,University of Minnesota,SPECIALIZATION,4.6,Intermediate,43k,Academic;Design
350,Using Databases with Python,University of Michigan,COURSE,4.8,Mixed,220k,Academic;Python;Database;Data Science
199,Using Python to Access Web Data,University of Michigan,COURSE,4.8,Mixed,310k,Academic;Python;Web Development;Data Science
603,Using Python to Interact with the Operating System,Google,COURSE,4.7,Beginner,19k,Google;Industry Leader;Python
262,Value Chain Management,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Intermediate,63k,Academic;Artificial Intelligence;Management
589,Version Control with Git,Atlassian,COURSE,4.8,Mixed,40k,Online Learning
71,Viral Marketing and How to Craft Contagious Content,University of Pennsylvania,COURSE,4.7,Mixed,150k,Academic;Marketing
407,Virtual Reality,"Goldsmiths, University of London",SPECIALIZATION,4.7,Beginner,37k,Academic
297,Virtual Teacher,"University of California, Irvine",SPECIALIZATION,4.3,Beginner,23k,Academic
185,Vital Signs: Understanding What the Body Is Telling Us,University of Pennsylvania,COURSE,4.8,Mixed,190k,Academic
182,Web Applications for Everybody,University of Michigan,SPECIALIZATION,4.8,Intermediate,120k,Academic;Web Development
42,Web Design for Everybody: Basics of Web Development & Coding,University of Michigan,SPECIALIZATION,4.7,Beginner,280k,Academic;Web Development;Design;Introductory
354,Weight Management: Beyond Balancing Calories,Emory University,COURSE,4.7,Beginner,34k,Academic;Management
144,What Is Contemporary Art?,The Museum of Modern Art,COURSE,4.7,Beginner,120k,Art
829,What future for education?,UCL Institute of Education,COURSE,4.7,Mixed,35k,Online Learning
543,What is Compliance?,University of Pennsylvania,COURSE,4.8,Mixed,6.2k,Academic
88,What is Data Science?,IBM,COURSE,4.7,Beginner,260k,IBM;Industry Leader;Data Science;Science
379,What is Social?,Northwestern University,COURSE,4.6,Mixed,94k,Academic
232,Wine Tasting: Sensory Techniques for Wine Analysis,"University of California, Davis",COURSE,4.7,Beginner,32k,Academic
787,Wonders of Ancient Egypt,University of Pennsylvania,COURSE,4.8,Intermediate,17k,Academic
619,Write A Feature Length Screenplay For Film Or Television,Michigan State University,COURSE,4.9,Beginner,12k,Academic
213,Write Professional Emails in English,Georgia Institute of Technology,COURSE,4.7,Mixed,270k,Artificial Intelligence;English;Advanced Content
684,Write Your First Novel,Michigan State University,COURSE,4.4,Beginner,18k,Academic
69,Writing in the Sciences,Stanford University,COURSE,4.9,Beginner,140k,Stanford University;Academic;Top University;Science;Writing
359,e-Learning Ecologies: Innovative Approaches to Teaching and Learning for the Digital Age,University of Illinois at Urbana-Champaign,COURSE,4.5,Mixed,17k,Academic
779,iOS App Development with Swift,University of Toronto,SPECIALIZATION,3.9,Intermediate,76k,Academic;iOS
858,¿Qué hacen los buenos directivos? Prioridades de la Alta Dirección,IESE Business School,COURSE,4.7,Beginner,25k,Online Learning
191,Étudier en France: French Intermediate course B1-B2,École Polytechnique,COURSE,4.8,Intermediate,190k,French
607,Éxito Profesional,"University of California, Irvine",SPECIALIZATION,4.5,Beginner,69k,Academic
492,Искусство ведения бизнеса,Saint Petersburg State University,SPECIALIZATION,4.6,Beginner,14k,Academic
156,Искусство разработки на современном C++,E-Learning Development Fund,SPECIALIZATION,4.9,Intermediate,68k,Online Learning
722,Корпоративные финансы и стоимость компании,National Research University Higher School of Economics,SPECIALIZATION,4.5,Beginner,16k,Academic
811,Математика и Python для анализа данных,E-Learning Development Fund,COURSE,4.8,Beginner,67k,Python
132,Машинное обучение и анализ данных,E-Learning Development Fund,SPECIALIZATION,4.7,Intermediate,77k,Online Learning
405,Основы Digital Маркетинга,National Research University Higher School of Economics,SPECIALIZATION,4.5,Intermediate,19k,Academic
703,Основы программирования на Python,National Research University Higher School of Economics,COURSE,4.6,Beginner,83k,Academic;Python
841,Основы разработки на C++: белый пояс,E-Learning Development Fund,COURSE,4.9,Intermediate,41k,Online Learning
889,Погружение в Python,Moscow Institute of Physics and Technology,COURSE,4.7,Intermediate,45k,Python
236,Программирование на Python,Mail.Ru Group,SPECIALIZATION,4.5,Intermediate,52k,Python
883,Психолингвистика (Psycholinguistics),Saint Petersburg State University,COURSE,4.8,Mixed,21k,Academic
545,Разработка интерфейсов: вёрстка и JavaScript,E-Learning Development Fund,SPECIALIZATION,4.5,Intermediate,30k,Java;JavaScript
875,Русский как иностранный,Saint Petersburg State University,SPECIALIZATION,4.6,Intermediate,9.8k,Academic
163,Финансовые инструменты для частного инвестора,National Research University Higher School of Economics,SPECIALIZATION,4.7,Beginner,38k,Academic
